shop_id,product_id,transaction_type,quantity,unit_price,total_amount,transaction_time,payment_method
23,106,SALE,2,531.98,1063.96,2023-11-09,CARD
3,50,SALE,2,49.89,99.78,2023-02-08,CARD
3,64,SALE,4,117.26,469.04,2023-06-01,CASH
35,91,SALE,5,39.77,198.85,2023-09-25,UPI
22,149,SALE,1,29.73,29.73,2023-07-07,UPI
41,63,SALE,9,438.22,3943.98,2023-10-15,CASH
23,188,SALE,8,224.39,1795.12,2023-07-17,UPI
21,21,SALE,9,127.0,1143.0,2023-12-16,CASH
32,1,SALE,3,108.1,324.3,2023-03-20,CARD
8,143,SALE,2,303.07,606.14,2023-07-24,CARD
10,35,SALE,4,448.31,1793.24,2023-08-26,CARD
33,173,SALE,10,243.26,2432.6,2023-10-14,CASH
17,179,SALE,8,101.52,812.16,2023-12-20,CASH
37,174,SALE,10,391.28,3912.8,2023-03-02,UPI
4,103,SALE,3,115.02,345.06,2023-02-19,CARD
34,193,SALE,7,60.52,423.64,2023-04-17,CASH
19,123,SALE,3,97.53,292.59,2023-07-02,CASH
38,126,SALE,3,186.23,558.69,2023-09-10,UPI
4,79,SALE,6,324.45,1946.7,2023-12-13,CARD
29,23,SALE,3,88.54,265.62,2023-02-06,CARD
16,137,SALE,7,389.71,2727.97,2023-02-12,UPI
24,45,SALE,5,358.54,1792.7,2023-11-27,CASH
29,150,SALE,8,306.73,2453.84,2023-07-26,CARD
39,184,SALE,1,465.42,465.42,2023-10-17,CASH
50,95,SALE,1,33.04,33.04,2023-07-20,CASH
20,4,SALE,6,388.59,2331.54,2023-02-12,CASH
49,27,SALE,10,125.97,1259.7,2023-01-17,CARD
34,91,SALE,5,40.05,200.25,2023-10-26,UPI
2,103,SALE,9,135.16,1216.44,2023-01-28,UPI
22,172,SALE,7,500.81,3505.67,2023-04-02,CASH
36,135,SALE,8,47.64,381.12,2023-02-01,CASH
29,65,SALE,8,131.53,1052.24,2023-03-12,CASH
34,99,SALE,6,179.42,1076.52,2023-05-11,CARD
29,164,SALE,6,335.32,2011.92,2023-07-24,CASH
36,182,SALE,7,352.33,2466.31,2023-01-06,CARD
22,90,SALE,1,247.53,247.53,2023-04-22,CASH
32,41,SALE,3,106.11,318.33,2023-04-07,CARD
21,153,SALE,1,191.56,191.56,2023-08-28,CASH
32,69,SALE,3,211.7,635.1,2023-07-26,UPI
50,118,SALE,5,322.38,1611.9,2023-07-25,CASH
48,192,SALE,2,260.83,521.66,2023-03-10,CARD
34,147,SALE,5,262.37,1311.85,2023-12-15,UPI
26,175,SALE,6,483.9,2903.4,2023-04-25,CARD
39,172,SALE,8,454.02,3632.16,2023-02-20,CASH
49,166,SALE,1,299.85,299.85,2023-05-18,UPI
13,159,SALE,4,45.58,182.32,2023-07-20,CARD
41,10,SALE,8,374.42,2995.36,2023-05-02,CASH
34,141,SALE,5,320.97,1604.85,2023-12-09,CASH
49,21,SALE,2,153.1,306.2,2023-06-24,CARD
45,27,SALE,7,111.19,778.33,2023-07-04,CASH
16,143,SALE,6,301.88,1811.28,2023-01-10,CARD
13,47,SALE,10,81.53,815.3,2023-01-31,UPI
13,133,SALE,1,92.11,92.11,2023-03-29,CASH
38,22,SALE,3,21.8,65.4,2023-02-20,CASH
21,105,SALE,5,281.08,1405.4,2023-10-29,UPI
44,13,SALE,4,138.88,555.52,2023-11-25,CARD
9,120,SALE,3,224.8,674.4,2023-04-11,CARD
35,187,SALE,10,400.03,4000.3,2023-05-24,CARD
28,175,SALE,10,460.48,4604.8,2023-06-10,CARD
42,196,SALE,5,147.79,738.95,2023-10-09,CARD
8,131,SALE,4,398.1,1592.4,2023-05-19,CARD
37,115,SALE,9,441.72,3975.48,2023-03-16,UPI
11,125,SALE,4,100.34,401.36,2023-12-22,CARD
49,24,SALE,3,448.06,1344.18,2023-01-25,CARD
26,119,SALE,4,280.57,1122.28,2023-09-12,CARD
9,35,SALE,6,437.87,2627.22,2023-12-04,CARD
18,108,SALE,1,335.1,335.1,2023-12-26,UPI
11,171,SALE,1,238.64,238.64,2023-01-04,CARD
39,27,SALE,2,124.54,249.08,2023-09-09,UPI
39,188,SALE,8,240.92,1927.36,2023-02-17,CARD
31,111,SALE,2,324.33,648.66,2023-12-27,CASH
20,154,SALE,2,478.25,956.5,2023-02-28,UPI
35,180,SALE,9,57.48,517.32,2023-07-22,CARD
22,34,SALE,7,117.14,819.98,2023-07-04,CASH
44,94,SALE,10,209.88,2098.8,2023-07-11,UPI
27,27,SALE,5,126.06,630.3,2023-09-07,UPI
16,151,SALE,5,333.17,1665.85,2023-02-12,CASH
43,68,SALE,2,75.12,150.24,2023-11-15,CARD
19,164,SALE,1,331.28,331.28,2023-06-24,CARD
38,125,SALE,1,97.61,97.61,2023-01-03,CASH
29,97,SALE,10,340.41,3404.1,2023-08-26,UPI
18,28,SALE,3,448.7,1346.1,2023-01-03,UPI
27,170,SALE,10,452.12,4521.2,2023-03-26,CASH
14,187,SALE,7,435.15,3046.05,2023-06-07,CARD
24,25,SALE,6,119.15,714.9,2023-10-15,UPI
36,62,SALE,1,302.51,302.51,2023-05-24,CASH
14,188,SALE,10,261.84,2618.4,2023-03-19,CARD
48,181,SALE,10,237.03,2370.3,2023-08-02,CASH
22,159,SALE,2,46.69,93.38,2023-01-20,CASH
42,59,SALE,5,265.21,1326.05,2023-10-02,CARD
1,152,SALE,8,474.12,3792.96,2023-06-18,CARD
39,137,SALE,3,408.56,1225.68,2023-07-17,UPI
44,72,SALE,10,152.59,1525.9,2023-06-17,UPI
27,101,SALE,4,245.08,980.32,2023-08-04,UPI
40,195,SALE,10,165.11,1651.1,2023-02-25,CARD
33,81,SALE,10,211.42,2114.2,2023-04-05,UPI
16,67,SALE,5,321.71,1608.55,2023-09-17,CARD
33,122,SALE,5,272.83,1364.15,2023-05-31,CASH
38,194,SALE,2,126.03,252.06,2023-03-31,CASH
21,166,SALE,2,327.15,654.3,2023-12-21,UPI
11,133,SALE,10,93.67,936.7,2023-10-28,UPI
22,18,SALE,8,11.55,92.4,2023-05-25,CARD
37,85,SALE,4,341.85,1367.4,2023-06-12,CARD
44,185,SALE,4,266.74,1066.96,2023-08-05,CASH
19,40,SALE,4,288.79,1155.16,2023-08-31,CARD
49,168,SALE,1,323.99,323.99,2023-05-26,CARD
4,21,SALE,3,153.12,459.36,2023-05-14,UPI
32,169,SALE,8,211.72,1693.76,2023-01-15,CASH
12,71,SALE,5,408.98,2044.9,2023-11-25,UPI
32,134,SALE,2,464.37,928.74,2023-07-14,CASH
27,106,SALE,9,483.59,4352.31,2023-05-28,UPI
8,177,SALE,5,330.99,1654.95,2023-11-17,CASH
32,193,SALE,10,62.67,626.7,2023-04-08,UPI
7,90,SALE,3,236.16,708.48,2023-10-19,UPI
42,174,SALE,2,362.79,725.58,2023-08-30,CASH
32,15,SALE,8,160.57,1284.56,2023-07-16,UPI
22,7,SALE,8,255.89,2047.12,2023-01-24,UPI
14,152,SALE,9,477.22,4294.98,2023-11-09,CARD
35,143,SALE,1,338.12,338.12,2023-08-01,UPI
39,78,SALE,9,327.97,2951.73,2023-06-14,CASH
49,65,SALE,1,153.81,153.81,2023-01-29,CARD
30,193,SALE,7,66.81,467.67,2023-05-12,CASH
39,87,SALE,10,62.08,620.8,2023-09-21,UPI
19,120,SALE,6,236.7,1420.2,2023-08-12,UPI
45,120,SALE,5,207.99,1039.95,2023-05-02,CASH
19,134,SALE,6,442.95,2657.7,2023-01-14,CASH
49,183,SALE,6,344.48,2066.88,2023-03-21,CASH
38,49,SALE,7,56.43,395.01,2023-01-15,CARD
4,36,SALE,10,330.63,3306.3,2023-04-29,UPI
27,61,SALE,7,415.4,2907.8,2023-10-14,UPI
36,190,SALE,9,281.76,2535.84,2023-04-11,CARD
35,100,SALE,8,199.4,1595.2,2023-09-03,CASH
34,3,SALE,8,263.98,2111.84,2023-11-20,UPI
34,100,SALE,4,195.66,782.64,2023-08-28,CARD
33,76,SALE,3,205.6,616.8,2023-06-12,UPI
11,154,SALE,1,474.42,474.42,2023-06-02,CASH
15,179,SALE,3,104.0,312.0,2023-05-13,CARD
4,168,SALE,9,381.47,3433.23,2023-11-23,UPI
14,13,SALE,7,163.01,1141.07,2023-12-08,UPI
15,135,SALE,3,42.37,127.11,2023-04-16,UPI
23,115,SALE,8,416.82,3334.56,2023-09-13,UPI
20,39,SALE,9,125.72,1131.48,2023-12-15,CARD
19,172,SALE,2,440.57,881.14,2023-12-03,CARD
7,38,SALE,1,288.33,288.33,2023-12-15,CASH
3,12,SALE,7,363.6,2545.2,2023-03-06,CARD
34,69,SALE,6,218.23,1309.38,2023-08-25,CASH
37,86,SALE,1,305.95,305.95,2023-10-14,CARD
32,132,SALE,6,186.01,1116.06,2023-09-23,CASH
27,84,SALE,1,34.51,34.51,2023-08-25,CARD
18,10,SALE,9,420.25,3782.25,2023-09-19,CASH
1,77,SALE,8,237.5,1900.0,2023-09-24,UPI
7,111,SALE,2,378.59,757.18,2023-08-30,CARD
18,45,SALE,5,328.1,1640.5,2023-07-20,CARD
9,30,SALE,4,105.05,420.2,2023-10-03,CASH
3,15,SALE,4,160.18,640.72,2023-08-19,UPI
17,165,SALE,10,356.66,3566.6,2023-07-26,UPI
13,54,SALE,8,407.09,3256.72,2023-12-22,CARD
7,97,SALE,1,350.51,350.51,2023-06-24,CASH
35,193,SALE,2,65.14,130.28,2023-06-20,UPI
19,181,SALE,3,218.83,656.49,2023-09-14,CASH
27,131,SALE,6,358.45,2150.7,2023-03-26,CASH
6,90,SALE,3,252.19,756.57,2023-12-09,UPI
22,8,SALE,6,205.29,1231.74,2023-05-28,CARD
42,15,SALE,9,144.84,1303.56,2023-06-14,CARD
11,199,SALE,6,339.09,2034.54,2023-10-23,UPI
20,62,SALE,8,297.56,2380.48,2023-04-04,CASH
31,139,SALE,5,100.06,500.3,2023-05-30,UPI
8,122,SALE,1,254.18,254.18,2023-02-20,CARD
37,172,SALE,7,434.86,3044.02,2023-01-10,CARD
33,108,SALE,6,312.69,1876.14,2023-12-22,UPI
27,29,SALE,2,179.2,358.4,2023-07-12,CASH
4,150,SALE,4,329.02,1316.08,2023-10-18,CASH
49,183,SALE,5,352.81,1764.05,2023-11-05,CASH
26,120,SALE,4,210.31,841.24,2023-08-18,CARD
19,142,SALE,7,437.48,3062.36,2023-01-17,CARD
47,20,SALE,10,448.98,4489.8,2023-12-25,CASH
49,3,SALE,2,242.81,485.62,2023-06-10,CARD
34,126,SALE,6,184.47,1106.82,2023-11-10,CARD
24,150,SALE,10,321.59,3215.9,2023-04-30,CASH
1,5,SALE,4,74.19,296.76,2023-09-24,CARD
4,105,SALE,3,255.52,766.56,2023-03-08,CASH
6,96,SALE,5,279.67,1398.35,2023-05-20,CASH
35,53,SALE,2,291.93,583.86,2023-02-16,CASH
4,176,SALE,2,227.28,454.56,2023-01-26,CARD
22,129,SALE,10,177.63,1776.3,2023-06-01,CASH
41,173,SALE,2,243.29,486.58,2023-09-17,CASH
28,97,SALE,2,400.2,800.4,2023-05-02,CARD
28,48,SALE,7,187.23,1310.61,2023-12-15,UPI
38,160,SALE,1,360.34,360.34,2023-06-21,CASH
3,116,SALE,7,469.26,3284.82,2023-11-05,CASH
50,80,SALE,2,245.32,490.64,2023-10-17,CASH
26,122,SALE,3,239.07,717.21,2023-01-29,UPI
16,141,SALE,9,381.06,3429.54,2023-01-30,CARD
44,32,SALE,3,314.72,944.16,2023-05-07,UPI
23,87,SALE,8,60.35,482.8,2023-09-24,CASH
43,145,SALE,5,354.62,1773.1,2023-11-04,CASH
28,41,SALE,5,98.24,491.2,2023-04-01,CARD
49,96,SALE,6,250.82,1504.92,2023-09-05,UPI
4,93,SALE,6,178.31,1069.86,2023-01-03,UPI
45,94,SALE,10,194.06,1940.6,2023-08-21,UPI
43,195,SALE,9,155.29,1397.61,2023-10-09,CASH
31,52,SALE,6,170.27,1021.62,2023-03-18,UPI
20,37,SALE,8,368.43,2947.44,2023-05-27,CASH
41,50,SALE,6,53.78,322.68,2023-01-04,CARD
6,64,SALE,8,115.64,925.12,2023-01-30,CARD
15,190,SALE,1,275.12,275.12,2023-06-11,CARD
44,37,SALE,8,354.31,2834.48,2023-05-16,CASH
33,42,SALE,7,512.5,3587.5,2023-11-30,CARD
14,151,SALE,7,289.39,2025.73,2023-01-03,UPI
40,109,SALE,3,102.18,306.54,2023-08-19,CASH
47,136,SALE,8,342.46,2739.68,2023-08-13,UPI
19,14,SALE,4,157.45,629.8,2023-03-28,CASH
29,39,SALE,2,119.31,238.62,2023-01-29,UPI
19,142,SALE,7,386.38,2704.66,2023-01-11,CASH
10,67,SALE,5,324.98,1624.9,2023-12-06,UPI
46,137,SALE,5,415.44,2077.2,2023-03-04,CASH
4,36,SALE,10,343.37,3433.7,2023-04-27,UPI
23,69,SALE,1,188.99,188.99,2023-01-06,CASH
21,2,SALE,6,410.78,2464.68,2023-08-06,CARD
29,180,SALE,6,60.53,363.18,2023-06-21,CASH
47,8,SALE,10,230.72,2307.2,2023-05-17,CARD
13,80,SALE,3,266.64,799.92,2023-02-24,CARD
37,108,SALE,3,340.18,1020.54,2023-10-30,CARD
39,77,SALE,5,208.33,1041.65,2023-02-12,UPI
4,176,SALE,10,239.41,2394.1,2023-10-28,UPI
19,41,SALE,1,97.42,97.42,2023-08-29,UPI
3,196,SALE,7,149.26,1044.82,2023-07-22,CARD
6,86,SALE,7,282.55,1977.85,2023-03-23,CARD
35,10,SALE,5,360.69,1803.45,2023-05-26,UPI
33,133,SALE,4,79.1,316.4,2023-04-17,CARD
6,25,SALE,10,127.37,1273.7,2023-08-03,UPI
10,136,SALE,10,375.26,3752.6,2023-01-26,CASH
29,9,SALE,1,471.09,471.09,2023-10-14,CARD
21,42,SALE,9,477.9,4301.1,2023-06-13,CARD
49,130,SALE,9,98.01,882.09,2023-03-22,UPI
3,155,SALE,1,512.32,512.32,2023-04-15,CARD
3,189,SALE,7,79.84,558.88,2023-09-17,CASH
36,53,SALE,2,281.16,562.32,2023-03-27,CASH
44,103,SALE,9,131.39,1182.51,2023-05-26,UPI
2,20,SALE,10,454.11,4541.1,2023-06-23,UPI
28,154,SALE,9,417.34,3756.06,2023-06-08,UPI
30,127,SALE,7,337.1,2359.7,2023-09-25,UPI
23,128,SALE,4,200.29,801.16,2023-01-10,CARD
4,87,SALE,8,65.11,520.88,2023-03-21,CARD
39,148,SALE,9,41.69,375.21,2023-07-18,CARD
7,165,SALE,7,361.26,2528.82,2023-05-23,CARD
32,76,SALE,6,227.66,1365.96,2023-02-05,CARD
11,105,SALE,7,244.91,1714.37,2023-01-04,CARD
44,42,SALE,3,545.61,1636.83,2023-12-21,CASH
7,133,SALE,10,89.72,897.2,2023-10-20,CASH
38,190,SALE,3,293.45,880.35,2023-04-25,CARD
9,185,SALE,5,249.2,1246.0,2023-05-23,CASH
19,53,SALE,7,285.33,1997.31,2023-05-07,CASH
45,135,SALE,2,44.04,88.08,2023-09-21,CASH
22,123,SALE,1,91.04,91.04,2023-03-15,CARD
10,193,SALE,10,66.88,668.8,2023-02-14,CARD
40,190,SALE,3,263.72,791.16,2023-03-27,CASH
17,14,SALE,5,160.27,801.35,2023-04-26,UPI
34,192,SALE,7,248.28,1737.96,2023-09-27,CARD
49,149,SALE,7,30.86,216.02,2023-06-05,CASH
4,187,SALE,7,381.94,2673.58,2023-05-04,UPI
50,153,SALE,1,201.6,201.6,2023-10-16,UPI
49,73,SALE,9,311.54,2803.86,2023-06-21,CARD
22,4,SALE,10,385.44,3854.4,2023-11-25,CARD
2,110,SALE,6,131.72,790.32,2023-11-11,UPI
30,125,SALE,7,103.96,727.72,2023-10-23,CARD
18,200,SALE,8,286.63,2293.04,2023-07-11,CASH
42,116,SALE,6,458.13,2748.78,2023-01-24,CASH
41,157,SALE,3,449.52,1348.56,2023-08-20,UPI
24,155,SALE,5,519.85,2599.25,2023-10-29,CASH
14,9,SALE,3,469.39,1408.17,2023-04-30,CASH
5,39,SALE,3,129.27,387.81,2023-01-29,CASH
25,72,SALE,7,156.6,1096.2,2023-08-14,CARD
2,172,SALE,8,440.33,3522.64,2023-07-22,UPI
47,98,SALE,10,185.75,1857.5,2023-02-21,UPI
20,42,SALE,1,546.35,546.35,2023-10-30,CARD
34,158,SALE,7,239.57,1676.99,2023-10-26,UPI
12,158,SALE,1,241.69,241.69,2023-09-13,UPI
27,127,SALE,9,324.08,2916.72,2023-01-14,CASH
13,156,SALE,7,125.54,878.78,2023-04-09,CARD
25,1,SALE,9,95.31,857.79,2023-06-10,CASH
35,144,SALE,8,17.31,138.48,2023-04-10,CASH
44,145,SALE,2,380.09,760.18,2023-11-26,CARD
28,132,SALE,3,194.13,582.39,2023-03-17,CASH
45,161,SALE,8,198.7,1589.6,2023-05-02,CASH
37,26,SALE,8,35.23,281.84,2023-02-13,CARD
35,97,SALE,5,351.09,1755.45,2023-10-11,CASH
13,175,SALE,1,428.84,428.84,2023-06-13,UPI
35,104,SALE,1,325.58,325.58,2023-08-08,CASH
28,112,SALE,5,450.19,2250.95,2023-04-03,CASH
37,118,SALE,1,289.4,289.4,2023-06-22,CARD
41,94,SALE,9,188.76,1698.84,2023-08-23,CARD
49,56,SALE,6,121.74,730.44,2023-11-04,CASH
44,59,SALE,4,255.48,1021.92,2023-04-08,CARD
31,7,SALE,2,238.76,477.52,2023-05-05,CASH
7,39,SALE,2,125.02,250.04,2023-10-07,UPI
40,196,SALE,2,170.92,341.84,2023-02-06,CARD
45,72,SALE,9,146.8,1321.2,2023-10-19,CASH
30,53,SALE,5,286.47,1432.35,2023-04-19,CARD
21,144,SALE,7,18.2,127.4,2023-10-16,CARD
27,99,SALE,6,183.68,1102.08,2023-09-15,UPI
40,73,SALE,1,322.83,322.83,2023-11-24,UPI
47,97,SALE,6,405.51,2433.06,2023-04-19,CASH
1,36,SALE,4,332.76,1331.04,2023-04-01,CARD
14,49,SALE,7,62.4,436.8,2023-04-28,CASH
18,12,SALE,8,348.82,2790.56,2023-07-19,CARD
10,200,SALE,1,279.41,279.41,2023-12-06,CARD
20,145,SALE,10,387.47,3874.7,2023-04-29,CASH
11,88,SALE,2,65.54,131.08,2023-07-16,CARD
48,76,SALE,9,200.7,1806.3,2023-10-17,CASH
23,180,SALE,4,57.49,229.96,2023-08-20,UPI
37,154,SALE,8,395.22,3161.76,2023-04-02,CARD
20,71,SALE,5,389.44,1947.2,2023-01-22,CARD
36,108,SALE,6,332.24,1993.44,2023-04-13,CASH
3,18,SALE,8,13.02,104.16,2023-03-15,UPI
29,7,SALE,2,279.35,558.7,2023-05-15,UPI
19,3,SALE,6,268.69,1612.14,2023-11-13,CARD
28,80,SALE,8,246.39,1971.12,2023-02-17,UPI
20,75,SALE,2,393.08,786.16,2023-12-03,UPI
30,32,SALE,3,328.18,984.54,2023-10-29,CARD
42,159,SALE,8,47.81,382.48,2023-09-04,UPI
39,189,SALE,7,76.46,535.22,2023-12-14,CARD
49,200,SALE,8,291.11,2328.88,2023-07-23,CASH
38,3,SALE,5,273.09,1365.45,2023-12-13,UPI
5,143,SALE,4,354.12,1416.48,2023-09-20,CARD
16,19,SALE,5,107.69,538.45,2023-12-07,CARD
7,68,SALE,5,68.04,340.2,2023-08-05,CARD
